ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
55CBCD33,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase13,Gender1,Group2,Colour2,20160219,9.00,0,26,297,0
55D45F27,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase154,Gender1,Group10,Colour2,20160216,6.50,16,75,343,0
55D00E22,SeasonA_Y3,Product1,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group10,Colour8,20160105,2.00,5,89,166,0
55EECB91,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour9,0,2.50,0,0,0,1
55EFCA46,SeasonA_Y3,Product25,Cycle2,Country7,Biz_unit3,Cat3,SubCat8,UnitBase441,Gender1,Group2,Colour2,20160220,9.00,0,38,228,0
55A2BF23,SeasonA_Y3,Product10,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group9,Colour5,20160111,5.00,0,123,168,0
55A2C832,SeasonA_Y3,Product10,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group9,Colour2,20160111,5.00,0,89,234,0
55A2D141,SeasonA_Y3,Product10,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group9,Colour4,20160111,5.00,0,163,135,0
55D46B39,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase154,Gender1,Group10,Colour8,20160211,6.50,11,74,240,0
55CF5F47,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase457,Gender1,Group10,Colour1,20160126,5.00,2,45,174,0
55D1D173,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group8,Colour2,20151230,5.00,3,168,71,0
55CF7165,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase474,Gender2,Group10,Colour2,20160108,5.00,0,69,63,0
55CEA561,SeasonA_Y3,Product2,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase100,Gender2,Group8,Colour1,20151230,9.00,3,23,273,0
55D41654,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group10,Colour4,20160215,6.50,1,100,271,0
55D0DC28,SeasonA_Y3,Product19,Cycle1,Country1,Biz_unit3,Cat8,SubCat16,UnitBase82,Gender1,Group10,Colour13,20151231,4.50,0,45,189,0
55D1DB83,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender2,Group8,Colour11,20160102,5.00,2,37,43,0
55D40234,SeasonB_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group10,Colour2,20160216,6.50,2,177,355,0
55D74B75,SeasonA_Y3,Product2,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase98,Gender2,Group10,Colour3,20160219,3.00,0,26,270,0
55D43585,SeasonA_Y3,Product5,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group10,Colour2,20160201,5.00,1,104,246,0
55D0E739,SeasonA_Y3,Product19,Cycle1,Country1,Biz_unit3,Cat8,SubCat16,UnitBase82,Gender1,Group10,Colour1,20160103,4.50,3,117,64,0
55D3F925,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group10,Colour2,20160215,6.50,1,162,111,0
55CF6E62,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase474,Gender2,Group10,Colour4,20160108,5.00,0,53,126,0
55CF4218,SeasonA_Y3,Product5,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase59,Gender1,Group10,Colour2,20151229,5.00,0,92,62,0
55C44707,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase276,Gender2,Group2,Colour11,20160317,7.50,0,198,110,0
55C37496,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group2,Colour2,20160208,6.50,1,31,239,0
55CF6149,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase457,Gender1,Group10,Colour2,20160127,5.00,3,64,174,0
55D2E852,SeasonA_Y3,Product3,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase340,Gender2,Group2,Colour9,20151230,17.50,3,63,110,0
55CF1068,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase120,Gender2,Group8,Colour2,20160115,5.00,0,52,99,0
55D32816,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase276,Gender2,Group2,Colour2,20160115,6.50,0,67,180,0
55D2F060,SeasonA_Y3,Product3,Cycle2,Country1,Biz_unit3,Cat3,SubCat11,UnitBase450,Gender1,Group2,Colour2,20160104,11.50,4,31,316,0
55C41456,SeasonA_Y3,Product4,Cycle1,Country1,Biz_unit3,Cat3,SubCat8,UnitBase126,Gender1,Group10,Colour10,20151231,6.50,4,13,262,0
55D2C315,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group8,Colour2,20160302,5.00,3,68,180,0
55D43E94,SeasonA_Y3,Product5,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group10,Colour8,20160202,5.00,2,172,134,0
55D45921,SeasonA_Y3,Product6,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase154,Gender1,Group10,Colour2,20160211,6.50,11,46,478,1
55C50D05,SeasonA_Y3,Product4,Cycle2,Country1,Biz_unit3,Cat3,SubCat10,UnitBase55,Gender2,Group8,Colour2,20160107,9.00,0,47,247,0
55C42472,SeasonA_Y3,Product4,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase126,Gender1,Group8,Colour1,20160109,9.00,0,16,169,0
55C4D044,SeasonA_Y3,Product30,Cycle2,Country4,Biz_unit3,Cat8,SubCat24,UnitBase80,Gender1,Group9,Colour2,20160115,3.50,0,118,114,0
55D2DD41,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group8,Colour8,20160311,5.00,12,81,49,0
55C43E98,SeasonA_Y3,Product2,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase45,Gender2,Group8,Colour2,20160330,6.50,31,4,73,0
55CF9298,SeasonA_Y3,Product3,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase343,Gender2,Group2,Colour2,20160104,9.00,4,110,102,0
55CECA98,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase107,Gender2,Group2,Colour11,20160126,8.00,0,156,18,0
55DA0674,SeasonA_Y3,Product2,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase98,Gender2,Group8,Colour2,20160125,6.50,1,41,114,0
55C37597,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender2,Group2,Colour1,20160105,8.00,9,24,127,0
55C38917,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase75,Gender1,Group2,Colour1,20160213,8.00,6,19,197,0
55CF8888,SeasonB_Y3,Product6,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase474,Gender2,Group10,Colour2,20160108,5.00,0,47,269,0
55E14C36,SeasonA_Y3,Product82,Cycle2,Country1,Biz_unit3,Cat8,SubCat16,UnitBase82,Gender1,Group9,Colour1,20160104,5.50,4,102,140,0
55E3F214,SeasonA_Y3,Product3,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase116,Gender2,Group2,Colour2,20160104,11.50,4,84,190,0
55E23670,SeasonA_Y3,Product3,Cycle1,Country5,Biz_unit3,Cat3,SubCat6,UnitBase10,Gender1,Group10,Colour8,20160109,6.50,0,36,79,0
560BA173,SeasonA_Y3,Product6,Cycle1,Country1,Biz_unit3,Cat3,SubCat8,UnitBase457,Gender1,Group10,Colour2,20160302,5.00,3,39,95,0
5606C832,SeasonA_Y3,Product83,Cycle2,Country1,Biz_unit4,Cat15,SubCat33,UnitBase378,Gender1,Group9,Colour13,20160224,3.00,3,1,176,0
55EA2399,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour2,20160302,9.00,3,7,130,0
56049A74,SeasonA_Y3,Product64,Cycle2,Country1,Biz_unit3,Cat8,SubCat37,UnitBase135,Gender1,Group8,Colour2,20160312,1.50,0,58,16,0
5621EE82,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group8,Colour11,20160509,5.00,1,219,197,0
56672096,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat40,UnitBase159,Gender2,Group8,Colour1,20160401,6.50,1,12,61,0
55FBAD89,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase365,Gender1,Group8,Colour13,20160330,3.00,0,13,6,0
55C77B27,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender1,Group8,Colour2,20151230,6.50,3,28,141,0
55C73D65,SeasonA_Y3,Product4,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase152,Gender1,Group9,Colour8,20160122,8.00,0,33,113,0
55C63E10,SeasonA_Y3,Product22,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group2,Colour8,20160104,6.50,8,10,333,0
55FB5D09,SeasonA_Y3,Product7,Cycle2,Country5,Biz_unit3,Cat3,SubCat6,UnitBase13,Gender1,Group2,Colour8,20160314,13.00,1,107,117,0
55FE7602,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase431,Gender2,Group8,Colour11,20160301,4.00,2,49,69,0
55FD9F87,SeasonA_Y3,Product7,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase231,Gender1,Group2,Colour8,20160320,10.00,7,88,206,0
55EA9E22,SeasonA_Y3,Product25,Cycle2,Country7,Biz_unit3,Cat3,SubCat8,UnitBase441,Gender1,Group2,Colour2,20160218,10.00,0,58,76,0
55EAEC00,SeasonA_Y3,Product4,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase126,Gender2,Group2,Colour9,20160126,10.00,0,53,138,0
5604A282,SeasonA_Y3,Product64,Cycle2,Country1,Biz_unit4,Cat15,SubCat33,UnitBase439,Gender1,Group8,Colour2,20160311,1.50,0,73,12,0
55D9CE18,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase276,Gender2,Group8,Colour11,20160216,6.50,2,106,100,0
55D9E238,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase276,Gender2,Group8,Colour2,20160215,6.50,1,159,74,0
55E59432,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase459,Gender1,Group2,Colour2,20151231,8.00,4,27,221,0
55E11379,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit3,Cat8,SubCat24,UnitBase250,Gender1,Group8,Colour1,20160114,6.50,0,9,150,0
55E2A177,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group8,Colour1,20151230,3.00,3,53,161,0
55E1B541,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group8,Colour2,0,6.50,0,10,101,1
55E47646,SeasonA_Y3,Product3,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase25,Gender1,Group9,Colour2,20160126,6.50,2,47,97,0
55E21335,SeasonB_Y3,Product3,Cycle1,Country5,Biz_unit3,Cat3,SubCat11,UnitBase102,Gender2,Group10,Colour2,20160105,9.00,9,82,175,0
55E22452,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase458,Gender1,Group2,Colour2,20160118,10.00,0,10,93,0
56115432,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat15,SubCat40,UnitBase247,Gender2,Group9,Colour2,20160407,3.00,4,23,70,0
56112383,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour11,20160318,8.00,0,63,154,0
55FE7E10,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase431,Gender1,Group8,Colour11,20160229,4.00,1,54,95,0
55FD9375,SeasonA_Y3,Product3,Cycle2,Country4,Biz_unit3,Cat3,SubCat6,UnitBase463,Gender1,Group2,Colour1,20160210,8.00,3,27,156,0
5602A876,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase75,Gender1,Group9,Colour2,20160225,5.00,0,36,159,0
55E33B31,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase162,Gender1,Group2,Colour1,0,5.00,0,0,0,1
562D1E46,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase318,Gender2,Group8,Colour3,20160331,5.00,0,64,46,0
55FF4A14,SeasonA_Y3,Product4,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase54,Gender2,Group10,Colour2,20160202,7.50,2,30,145,0
55FF5424,SeasonA_Y3,Product4,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase55,Gender2,Group10,Colour3,20160309,6.50,0,26,215,0
55FC0E86,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group2,Colour2,0,4.00,0,0,0,1
55FB5298,SeasonA_Y3,Product3,Cycle2,Country5,Biz_unit3,Cat3,SubCat6,UnitBase10,Gender1,Group2,Colour2,20160229,7.50,1,40,95,0
566E9606,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group2,Colour11,20160305,8.00,6,71,84,0
566E8F99,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group2,Colour2,20160308,8.00,2,127,85,0
56274347,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender2,Group8,Colour2,20160413,6.50,3,50,43,0
56C9AD25,SeasonA_Y3,Product14,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group9,Colour2,20160427,3.00,0,97,210,0
56C9A820,SeasonA_Y3,Product14,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group9,Colour2,20160426,3.00,0,105,173,0
55EA1787,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group2,Colour2,20160202,9.00,9,82,195,0
56B74008,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender2,Group10,Colour8,20160229,1.50,8,13,85,0
56B72581,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender2,Group10,Colour2,20160305,1.50,13,34,113,0
56B73799,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group10,Colour2,20160227,1.50,6,9,244,0
56B75933,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender2,Group10,Colour10,20160228,1.50,7,7,122,0
56D00953,SeasonA_Y3,Product90,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase213,Gender2,Group9,Colour2,0,2.50,0,0,0,1
56D06B51,SeasonA_Y3,Product24,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase223,Gender1,Group10,Colour2,20160510,1.50,10,90,233,0
56D00347,SeasonA_Y3,Product90,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase213,Gender2,Group9,Colour3,0,2.50,0,0,0,1
562D1234,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase175,Gender1,Group8,Colour8,20160308,5.00,9,79,40,0
57E60E26,SeasonA_Y3,Product7,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour2,20160701,15.00,2,0,1,0
57E60820,SeasonA_Y3,Product7,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour3,0,15.00,0,0,0,1
579A3E18,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour2,20160516,4.00,1,838,54,0
579AC553,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase318,Gender2,Group8,Colour4,20160516,3.00,1,158,359,0
56F8CD89,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase407,Gender2,Group8,Colour2,20160512,5.00,4,48,276,0
5756D763,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group8,Colour2,0,6.50,0,0,0,1
571B0B55,SeasonA_Y3,Product5,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase406,Gender1,Group10,Colour2,20160426,3.00,2,102,626,1
571B2F91,SeasonA_Y3,Product9,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase222,Gender1,Group10,Colour5,20160509,3.00,1,135,388,0
571B6141,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase538,Gender1,Group10,Colour4,20160510,3.00,2,97,44,0
571B7F71,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group2,Colour1,0,9.00,0,0,0,1
56DEBE18,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour1,20160330,4.00,3,91,46,0
56DEC323,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender2,Group8,Colour2,20160331,4.00,4,36,141,0
56DEC929,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour1,20160331,4.00,4,59,75,0
5.76E+10,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group2,Colour9,20160608,8.00,0,0,1,0
571BCF51,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender2,Group8,Colour15,0,6.50,0,0,0,1
571ACC92,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group8,Colour2,20160318,8.00,0,40,336,0
5740F157,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase250,Gender1,Group8,Colour11,20160313,5.00,7,26,299,0
57407C40,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour2,20160301,5.00,1,43,217,0
57074896,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group9,Colour1,0,6.50,0,0,0,1
5740F662,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase163,Gender1,Group8,Colour11,20160308,6.50,2,21,308,0
57406517,SeasonA_Y3,Product22,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour2,20160301,7.50,1,84,150,0
57073D85,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group9,Colour3,0,6.50,0,0,0,1
5704D367,SeasonA_Y3,Product83,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase365,Gender1,Group8,Colour13,20160412,3.50,0,112,57,0
5702D456,SeasonA_Y3,Product7,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase231,Gender1,Group8,Colour8,20160315,10.00,2,130,161,0
5702B222,SeasonA_Y3,Product7,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase233,Gender1,Group2,Colour9,20160314,10.00,1,142,204,0
580A7949,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour8,20160502,3.00,2,255,184,0
580A8157,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour2,20160503,3.00,0,270,266,0
580A8D69,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour1,20160502,3.00,2,408,80,0
580A9678,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour13,20160502,3.00,2,343,117,0
580AA492,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group8,Colour3,20160510,3.00,10,161,66,0
580AA997,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group8,Colour1,20160507,3.00,7,97,161,0
580AAF03,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group8,Colour2,20160509,3.00,9,130,220,0
580AB408,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour1,20160502,3.00,8,90,310,0
580AB913,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour2,20160505,3.00,0,53,344,0
580ABE18,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour1,20160502,3.00,8,77,274,0
58862105,SeasonA_Y3,Product6,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase431,Gender2,Group8,Colour11,20160510,5.00,2,86,439,1
57771113,SeasonA_Y3,Product8,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase25,Gender1,Group8,Colour8,0,6.50,0,0,0,1
57168D05,SeasonA_Y3,Product36,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase492,Gender2,Group8,Colour11,20160225,8.00,0,53,319,0
5714B129,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour1,20160224,3.00,0,48,156,0
57162804,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour1,20160224,4.00,0,188,39,0
57135480,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour8,20160331,4.00,4,17,220,0
578BFC68,SeasonA_Y3,Product92,Cycle2,Country5,Biz_unit3,Cat8,SubCat15,UnitBase552,Gender2,Group8,Colour2,20160601,3.00,24,0,194,0
570D5141,SeasonA_Y3,Product64,Cycle2,Country5,Biz_unit4,Cat15,SubCat73,UnitBase338,Gender2,Group8,Colour11,20160225,1.00,0,73,158,0
57146149,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour2,20160224,4.00,0,72,241,0
57136395,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour2,20160328,4.00,1,16,405,1
57167177,SeasonA_Y3,Product36,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase323,Gender2,Group8,Colour11,20160225,8.00,0,47,89,0
57165650,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour11,20160224,3.00,0,118,19,0
5713F642,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour2,20160210,5.00,3,38,77,0
55C84F39,SeasonA_Y3,Product30,Cycle2,Country4,Biz_unit3,Cat8,SubCat25,UnitBase81,Gender2,Group9,Colour2,20160115,3.50,0,169,60,0
55DF8985,SeasonA_Y3,Product101,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase537,Gender2,Group10,Colour2,20160405,1.50,23,18,213,0
55DF9F07,SeasonA_Y3,Product6,Cycle1,Country1,Biz_unit3,Cat3,SubCat11,UnitBase427,Gender1,Group10,Colour4,20160219,6.50,0,23,117,0
55E79C52,SeasonA_Y3,Product66,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase213,Gender2,Group9,Colour4,0,5.00,0,0,0,1
55F06804,SeasonA_Y3,Product1,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group10,Colour4,20160202,2.50,2,30,138,0
55F19A10,SeasonA_Y3,Product41,Cycle1,Country1,Biz_unit3,Cat8,SubCat37,UnitBase370,Gender1,Group10,Colour2,20160121,2.00,0,23,9,0
560B6008,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit3,Cat3,SubCat8,UnitBase498,Gender1,Group2,Colour2,20160229,8.00,1,67,70,0
56102A34,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase243,Gender2,Group8,Colour11,20160406,6.50,3,26,238,0
56780D29,SeasonA_Y3,Product24,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group8,Colour8,20160328,5.00,1,74,232,0
55EAF105,SeasonA_Y3,Product4,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase152,Gender1,Group2,Colour8,20160225,15.00,4,23,189,0
55D44E10,SeasonA_Y3,Product5,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group10,Colour2,20160203,5.00,3,68,303,0
55CF4723,SeasonA_Y3,Product5,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase59,Gender2,Group10,Colour1,20151230,5.00,0,40,200,0
55EB4185,SeasonA_Y3,Product3,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase343,Gender2,Group2,Colour2,20160202,9.00,2,59,99,0
565A3690,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit4,Cat15,SubCat40,UnitBase159,Gender2,Group8,Colour2,20160509,6.50,1,55,155,0
55CC6383,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group9,Colour2,20160103,4.00,3,93,207,0
55C9B800,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat40,UnitBase142,Gender2,Group9,Colour1,20151230,6.50,0,17,98,0
